call_id,topic,tone,customer_text
CALL20250915-1162,policy_cancellation,frustrated,Mrs. Rao: I want to cancel my policy POL56670326 and understand the refund rules. Tell me the procedure and timelines. Kindly share the pro-rated refund amount and how long refunds usually take. Please expedite and keep me posted. This delay is causing issues for my plans. Provide the exact steps and any reference numbers.
CALL20250915-1163,loan_closure,harsh,"Ms. Nair: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. My monthly budget for EMI is about ₹3125, and I’m fine with a tenure up to 36 months. This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Provide the exact steps and any reference numbers. Please share a ticket number for reference."
CALL20250915-1164,policy_cancellation,frustrated,Ms. Chawla: I want to cancel my policy POL10883863 and understand the refund rules. Tell me the procedure and timelines. Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific. I prefer communication by SMS for quick updates.
CALL20250915-1165,insurance_claim_status,aggressive,Ms. Raina: I submitted an insurance claim 29-Aug-2025 with reference CLM5729563. What’s the status and next steps? All requested bills and reports were uploaded; inform me if any additional document is required. Stop pushing generic updates and fix it. This delay is unacceptable; I expect a concrete resolution today. Provide the exact steps and any reference numbers. My email on record is verified; last update was on 31-Jul-2025.
CALL20250915-1166,policy_renewal,harsh,Ms. Menon: My policy POL37954840 is due for renewal next week. Explain renewal steps and if any grace period applies. This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Pls share steps & TAT. Email also ok.
CALL20250915-1167,loan_inquiry,frustrated,"Ms. Das: I’m exploring a personal loan around ₹50000. What would be the interest rate, EMI, and tenure options? I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. I prefer communication by SMS for quick updates."
CALL20250915-1168,card_activation,harsh,"Mr. Iyer: My new credit card ending 7014 arrived. Please instruct me on activation and initial PIN setup. If app activation is possible, I prefer that. Otherwise, share the IVR steps. This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Provide the exact steps and any reference numbers."
CALL20250915-1169,policy_renewal,neutral,Mrs. Rao: My policy POL77335509 is due for renewal next week. Explain renewal steps and if any grace period applies. Pls confirm the figures and timelines. I need the details so I can decide. Pls share steps & TAT. Email also ok.
CALL20250915-1170,insurance_claim_status,frustrated,Mr. Sharma: I submitted an insurance claim 28-Aug-2025 with reference CLM3698917. What’s the status and next steps? Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific. My email on record is verified; last update was on 02-Sep-2025.
CALL20250915-1171,loan_closure,aggressive,Mr. Gupta: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. This delay is unacceptable; I expect a concrete resolution today. Stop pushing generic updates and fix it. Keep it short and specific. My registered mobile ends with 3985.
CALL20250915-1172,loan_approval_status,neutral,Mr. Banerjee: I filed a loan application 10-Sep-2025 with ID APP040845. What is the current approval status and expected timeline? Kindly confirm the figures and timelines. I need the details so I can decide. Keep it short and specific.
CALL20250915-1173,policy_renewal,polite,Ms. Nair: My policy POL92444847 is due for renewal next week. Explain renewal steps and if any grace period applies. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My email on record is verified; last update was on 25-Jul-2025.
CALL20250915-1174,policy_cancellation,neutral,Ms. Menon: I want to cancel my policy POL83759907 and understand the refund rules. Tell me the procedure and timelines. Kindly share the pro-rated refund amount and how long refunds usually take. Please share the exact steps and any documents required. I need the details so I can decide. Provide the exact steps and any reference numbers. My registered mobile ends with 9030.
CALL20250915-1175,insurance_claim_status,frustrated,Ms. Patel: I submitted an insurance claim 14-Sep-2025 with reference CLM6472027. What’s the status and next steps? This delay is causing issues for my plans. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific. Please share a ticket number for reference.
CALL20250915-1176,insurance_claim_status,neutral,Mr. Reddy: I submitted an insurance claim 28-Aug-2025 with reference CLM4477426. What’s the status and next steps? Please share the exact steps and any documents required. Kindly confirm the figures and timelines. Kindly confirm by email and SMS.
CALL20250915-1177,loan_closure,frustrated,"Mr. Khan: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. Please expedite and keep me posted. This delay is causing issues for my plans. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. If needed, I can visit the branch on 06-Sep-2025."
CALL20250915-1178,policy_cancellation,polite,Ms. Chawla: I want to cancel my policy POL29490191 and understand the refund rules. Tell me the procedure and timelines. Thanks in advance for your support. Could you please help me with this? I’d really appreciate it. Keep it short and specific.
CALL20250915-1179,policy_renewal,polite,Mr. Verma: My policy POL46597919 is due for renewal next week. Explain renewal steps and if any grace period applies. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. Keep it short and specific. Please share a ticket number for reference.
CALL20250915-1180,loan_approval_status,polite,Ms. Kaur: I filed a loan application 02-Sep-2025 with ID APP938738. What is the current approval status and expected timeline? I submitted all KYC documents and income proofs; please confirm if anything is pending on my end. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. Provide the exact steps and any reference numbers.
CALL20250915-1181,loan_approval_status,polite,Ms. Nair: I filed a loan application 13-Sep-2025 with ID APP020431. What is the current approval status and expected timeline? Could you please help me with this? I’d really appreciate it. Thanks in advance for your support. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference.
CALL20250915-1182,insurance_new_policy,aggressive,"Ms. Patel: I’m considering a term insurance plan for ₹50000 sum assured. Share options, premium, and riders. I’ve repeated this multiple times; I want action now. This delay is unacceptable; I expect a concrete resolution today. Keep it short and specific. If needed, I can visit the branch on 11-Sep-2025."
CALL20250915-1183,card_activation,polite,"Mr. Pillai: My new credit card ending 4964 arrived. Please instruct me on activation and initial PIN setup. If app activation is possible, I prefer that. Otherwise, share the IVR steps. Thanks in advance for your support. Could you please help me with this? I’d really appreciate it. Provide the exact steps and any reference numbers. Please share a ticket number for reference."
CALL20250915-1184,loan_approval_status,neutral,Mr. Reddy: I filed a loan application 31-Aug-2025 with ID APP101176. What is the current approval status and expected timeline? I need the details so I can decide. Please share the exact steps and any documents required. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference.
CALL20250915-1185,policy_cancellation,neutral,Ms. Raina: I want to cancel my policy POL42476936 and understand the refund rules. Tell me the procedure and timelines. I need the details so I can decide. Pls confirm the figures and timelines. Pls share steps & TAT. Email also ok. My email on record is verified; last update was on 09-Aug-2025.
CALL20250915-1186,insurance_new_policy,neutral,"Mr. Verma: I’m considering a term insurance plan for ₹250000 sum assured. Share options, premium, and riders. Please share the exact steps and any documents required. I need the details so I can decide. Kindly confirm by email and SMS."
CALL20250915-1187,account_closing,aggressive,Mr. Iyer: I’d like to close my savings account ending 3760. Tell me the exact process and any charges involved. I’ve repeated this multiple times; I want action now. This delay is unacceptable; I expect a concrete resolution today. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates.
CALL20250915-1188,account_closing,harsh,"Mr. Iyer: I’d like to close my savings account ending 1410. Tell me the exact process and any charges involved. If it isn’t resolved, I will escalate a formal complaint. Do not send scripted replies; address the issue directly. Keep it short and specific. Please share a ticket number for reference."
CALL20250915-1189,insurance_new_policy,polite,"Ms. Das: I’m considering a term insurance plan for ₹600000 sum assured. Share options, premium, and riders. I’d like accidental and critical illness riders if available; also indicate medical check-up requirements. Could you please help me with this? I’d really appreciate it. Kindly guide me through the process and email a summary as well. Provide the exact steps and any reference numbers. My registered mobile ends with 5086."
CALL20250915-1190,loan_closure,harsh,"Mr. Banerjee: I want to close my loan and obtain the NOC. Pls confirm the foreclosure amount today and the steps to finish closure. Do not send scripted replies; address the issue directly. If it isn’t resolved, I will escalate a formal complaint. Pls share steps & TAT. Email also ok. If needed, I can visit the branch on 07-Sep-2025."
CALL20250915-1191,loan_inquiry,harsh,"Ms. Patel: I’m exploring a personal loan around ₹25000. What would be the interest rate, EMI, and tenure options? My monthly budget for EMI is about ₹3870, and I’m fine with a tenure up to 24 months. Do not send scripted replies; address the issue directly. This is ridiculous and far below service standards. Provide the exact steps and any reference numbers. If needed, I can visit the branch on 10-Sep-2025."
CALL20250915-1192,policy_cancellation,frustrated,Mr. Pillai: I want to cancel my policy POL09571087 and understand the refund rules. Tell me the procedure and timelines. Please expedite and keep me posted. This delay is causing issues for my plans. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-1193,loan_inquiry,polite,"Mr. Iyer: I’m exploring a personal loan around ₹450000. What would be the interest rate, EMI, and tenure options? Kindly guide me through the process and email a summary as well. Thanks in advance for your support. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My email on record is verified; last update was on 04-Aug-2025."
CALL20250915-1194,insurance_claim_status,polite,Ms. Das: I submitted an insurance claim 10-Sep-2025 with reference CLM5663537. What’s the status and next steps? Thanks in advance for your support. Could you please help me with this? I’d really appreciate it. Kindly confirm by email and SMS. Please share a ticket number for reference.
CALL20250915-1195,account_closing,neutral,Ms. Raina: I’d like to close my savings account ending 4282. Tell me the exact process and any charges involved. I need the details so I can decide. Kindly confirm the figures and timelines. Keep it short and specific.
CALL20250915-1196,policy_renewal,frustrated,Mr. Khan: My policy POL20985675 is due for renewal next week. Explain renewal steps and if any grace period applies. Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific. My email on record is verified; last update was on 11-Sep-2025.
CALL20250915-1197,policy_cancellation,neutral,Mr. Singh: I want to cancel my policy POL83626099 and understand the refund rules. Tell me the procedure and timelines. Kindly confirm the figures and timelines. I need the details so I can decide. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My email on record is verified; last update was on 14-Aug-2025.
CALL20250915-1198,card_activation,polite,Mr. Pillai: My new credit card ending 6072 arrived. Please instruct me on activation and initial PIN setup. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. Kindly confirm by email and SMS. Please share a ticket number for reference.
CALL20250915-1199,insurance_claim_status,neutral,Ms. Das: I submitted an insurance claim 01-Sep-2025 with reference CLM7804741. What’s the status and next steps? Pls share the exact steps and any documents required. Pls confirm the figures and timelines. Pls share steps & TAT. Email also ok.
CALL20250915-1200,loan_inquiry,harsh,"Ms. Roy: I’m exploring a personal loan around ₹600000. What would be the interest rate, EMI, and tenure options? This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Keep it short and specific. My email on record is verified; last update was on 30-Jul-2025."
CALL20250915-1201,loan_inquiry,harsh,"Mr. Sharma: I’m exploring a personal loan around ₹185000. What would be the interest rate, EMI, and tenure options? My monthly budget for EMI is about ₹7120, and I’m fine with a tenure up to 48 months. If it isn’t resolved, I will escalate a formal complaint. Do not send scripted replies; address the issue directly. Provide the exact steps and any reference numbers."
CALL20250915-1202,loan_inquiry,polite,"Mr. Banerjee: I’m exploring a personal loan around ₹50000. What would be the interest rate, EMI, and tenure options? Thanks in advance for your support. Kindly guide me through the process and email a summary as well. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. If needed, I can visit the branch on 10-Sep-2025."
CALL20250915-1203,loan_closure,polite,Mrs. Rao: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. Kindly confirm by email and SMS.
CALL20250915-1204,policy_renewal,polite,Mr. Singh: My policy POL50375757 is due for renewal next week. Explain renewal steps and if any grace period applies. Thanks in advance for your support. Kindly guide me through the process and email a summary as well. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. I prefer communication by SMS for quick updates.
CALL20250915-1205,loan_approval_status,harsh,Mr. Verma: I filed a loan application 04-Sep-2025 with ID APP388737. What is the current approval status and expected timeline? This is ridiculous and far below service standards. Do not send scripted replies; address the issue directly. Kindly confirm by email and SMS. My registered mobile ends with 1243.
CALL20250915-1206,insurance_claim_status,neutral,Ms. Kaur: I submitted an insurance claim 11-Sep-2025 with reference CLM8674398. What’s the status and next steps? Pls share the exact steps and any documents required. Pls confirm the figures and timelines. Pls share steps & TAT. Email also ok. Please share a ticket number for reference.
CALL20250915-1207,insurance_new_policy,polite,"Mr. Sharma: I’m considering a term insurance plan for ₹250000 sum assured. Share options, premium, and riders. Could you please help me with this? I’d really appreciate it. Kindly guide me through the process and email a summary as well. Keep it short and specific. Please share a ticket number for reference."
CALL20250915-1208,policy_renewal,polite,Ms. Das: My policy POL12211938 is due for renewal next week. Explain renewal steps and if any grace period applies. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. Kindly confirm by email and SMS. My registered mobile ends with 7765.
CALL20250915-1209,policy_cancellation,neutral,Mr. Reddy: I want to cancel my policy POL46221522 and understand the refund rules. Tell me the procedure and timelines. Kindly share the pro-rated refund amount and how long refunds usually take. Kindly confirm the figures and timelines. Please share the exact steps and any documents required. Provide the exact steps and any reference numbers. Please share a ticket number for reference.
CALL20250915-1210,insurance_claim_status,aggressive,Mr. Sharma: I submitted an insurance claim 23-Aug-2025 with reference CLM5092608. What’s the status and next steps? This delay is unacceptable; I expect a concrete resolution today. I’ve repeated this multiple times; I want action now. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My registered mobile ends with 0265.
CALL20250915-1211,loan_closure,polite,"Mr. Singh: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. My monthly budget for EMI is about ₹1980, and I’m fine with a tenure up to 60 months. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. Provide the exact steps and any reference numbers."
CALL20250915-1212,policy_cancellation,neutral,Mrs. Rao: I want to cancel my policy POL91165814 and understand the refund rules. Tell me the procedure and timelines. I need the details so I can decide. Kindly confirm the figures and timelines. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My email on record is verified; last update was on 27-Aug-2025.
CALL20250915-1213,insurance_claim_status,frustrated,Mr. Iyer: I submitted an insurance claim 09-Sep-2025 with reference CLM5601240. What’s the status and next steps? I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates.
CALL20250915-1214,policy_renewal,frustrated,Mrs. Rao: My policy POL44369536 is due for renewal next week. Explain renewal steps and if any grace period applies. Please expedite and keep me posted. This delay is causing issues for my plans. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My email on record is verified; last update was on 09-Sep-2025.
CALL20250915-1215,loan_inquiry,aggressive,"Mrs. Rao: I’m exploring a personal loan around ₹600000. What would be the interest rate, EMI, and tenure options? Stop pushing generic updates and fix it. I’ve repeated this multiple times; I want action now. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates."
CALL20250915-1216,card_activation,aggressive,Ms. Das: My new credit card ending 0811 arrived. Pls instruct me on activation and initial PIN setup. I’ve repeated this multiple times; I want action now. Stop pushing generic updates and fix it. Pls share steps & TAT. Email also ok.
CALL20250915-1217,loan_inquiry,frustrated,"Ms. Das: I’m exploring a personal loan around ₹325000. What would be the interest rate, EMI, and tenure options? I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. Pls share steps & TAT. Email also ok. My registered mobile ends with 0411."
CALL20250915-1218,account_closing,aggressive,Mr. Khan: I’d like to close my savings account ending 2432. Tell me the exact process and any charges involved. Stop pushing generic updates and fix it. This delay is unacceptable; I expect a concrete resolution today. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference.
CALL20250915-1219,policy_renewal,neutral,Ms. Nair: My policy POL20873785 is due for renewal next week. Explain renewal steps and if any grace period applies. I need the details so I can decide. Please share the exact steps and any documents required. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference.
CALL20250915-1220,card_activation,frustrated,Ms. Menon: My new credit card ending 2116 arrived. Please instruct me on activation and initial PIN setup. I have been waiting longer than expected and it’s inconvenient. Please expedite and keep me posted. Keep it short and specific. My email on record is verified; last update was on 04-Sep-2025.
CALL20250915-1221,insurance_claim_status,polite,Mr. Singh: I submitted an insurance claim 04-Sep-2025 with reference CLM6962933. What’s the status and next steps? Pls guide me through the process and email a summary as well. Thanks in advance for your support. Pls share steps & TAT. Email also ok.
CALL20250915-1222,loan_inquiry,aggressive,"Mr. Sharma: I’m exploring a personal loan around ₹50000. What would be the interest rate, EMI, and tenure options? Stop pushing generic updates and fix it. I’ve repeated this multiple times; I want action now. Kindly confirm by email and SMS. My registered mobile ends with 7284."
CALL20250915-1223,card_block_unblock,harsh,"Mr. Reddy: My card ending 8106 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. Do not send scripted replies; address the issue directly. If it isn’t resolved, I will escalate a formal complaint. Kindly confirm by email and SMS."
CALL20250915-1224,policy_renewal,aggressive,Mr. Reddy: My policy POL47482842 is due for renewal next week. Explain renewal steps and if any grace period applies. Stop pushing generic updates and fix it. This delay is unacceptable; I expect a concrete resolution today. Keep it short and specific. Please share a ticket number for reference.
CALL20250915-1225,loan_inquiry,neutral,"Ms. Roy: I’m exploring a personal loan around ₹600000. What would be the interest rate, EMI, and tenure options? My monthly budget for EMI is about ₹3125, and I’m fine with a tenure up to 24 months. I need the details so I can decide. Please share the exact steps and any documents required. Provide the exact steps and any reference numbers."
CALL20250915-1226,insurance_new_policy,frustrated,"Mr. Sharma: I’m considering a term insurance plan for ₹15000 sum assured. Share options, premium, and riders. Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT."
CALL20250915-1227,policy_renewal,polite,Mr. Iyer: My policy POL65129864 is due for renewal next week. Explain renewal steps and if any grace period applies. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference.
CALL20250915-1228,card_block_unblock,neutral,Mr. Banerjee: My card ending 0761 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. Please share the exact steps and any documents required. I need the details so I can decide. Keep it short and specific. I prefer communication by SMS for quick updates.
CALL20250915-1229,policy_renewal,frustrated,Ms. Roy: My policy POL55724581 is due for renewal next week. Explain renewal steps and if any grace period applies. I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates.
CALL20250915-1230,loan_closure,aggressive,Mr. Verma: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. I’ve repeated this multiple times; I want action now. This delay is unacceptable; I expect a concrete resolution today. Keep it short and specific.
CALL20250915-1231,card_block_unblock,frustrated,Mrs. Rao: My card ending 9927 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. This delay is causing issues for my plans. Please expedite and keep me posted. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-1232,insurance_claim_status,neutral,Ms. Kaur: I submitted an insurance claim 30-Aug-2025 with reference CLM2198601. What’s the status and next steps? Kindly confirm the figures and timelines. Please share the exact steps and any documents required. Kindly confirm by email and SMS.
CALL20250915-1233,insurance_claim_status,frustrated,"Mr. Pillai: I submitted an insurance claim 13-Sep-2025 with reference CLM0424043. What’s the status and next steps? Please expedite and keep me posted. This delay is causing issues for my plans. Keep it short and specific. If needed, I can visit the branch on 10-Sep-2025."
CALL20250915-1234,loan_inquiry,frustrated,"Ms. Patel: I’m exploring a personal loan around ₹15000. What would be the interest rate, EMI, and tenure options? This delay is causing issues for my plans. Pls expedite and keep me posted. Pls share steps & TAT. Email also ok. My email on record is verified; last update was on 13-Aug-2025."
CALL20250915-1235,loan_closure,polite,Mr. Reddy: I want to close my loan and obtain the NOC. Pls confirm the foreclosure amount today and the steps to finish closure. Thanks in advance for your support. Pls guide me through the process and email a summary as well. Pls share steps & TAT. Email also ok. I prefer communication by SMS for quick updates.
CALL20250915-1236,card_activation,polite,Mr. Sharma: My new credit card ending 5604 arrived. Please instruct me on activation and initial PIN setup. Could you please help me with this? I’d really appreciate it. Kindly guide me through the process and email a summary as well. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-1237,insurance_claim_status,neutral,Ms. Patel: I submitted an insurance claim 03-Sep-2025 with reference CLM4511403. What’s the status and next steps? Kindly confirm the figures and timelines. I need the details so I can decide. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My registered mobile ends with 2584.
CALL20250915-1238,loan_approval_status,frustrated,Mrs. Rao: I filed a loan application 08-Sep-2025 with ID APP856259. What is the current approval status and expected timeline? This delay is causing issues for my plans. I have been waiting longer than expected and it’s inconvenient. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. Please share a ticket number for reference.
CALL20250915-1239,policy_cancellation,neutral,Mr. Reddy: I want to cancel my policy POL33941427 and understand the refund rules. Tell me the procedure and timelines. Kindly share the pro-rated refund amount and how long refunds usually take. I need the details so I can decide. Please share the exact steps and any documents required. Provide the exact steps and any reference numbers.
CALL20250915-1240,card_block_unblock,frustrated,"Ms. Chawla: My card ending 9021 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. I’m ready to verify via OTP; if replacement is needed, tell me the fee and delivery timeline. Please expedite and keep me posted. This delay is causing issues for my plans. Provide the exact steps and any reference numbers."
CALL20250915-1241,policy_cancellation,frustrated,Ms. Patel: I want to cancel my policy POL53142092 and understand the refund rules. Tell me the procedure and timelines. Kindly share the pro-rated refund amount and how long refunds usually take. Please expedite and keep me posted. This delay is causing issues for my plans. Provide the exact steps and any reference numbers. My registered mobile ends with 2305.
CALL20250915-1242,insurance_new_policy,neutral,"Mr. Pillai: I’m considering a term insurance plan for ₹600000 sum assured. Share options, premium, and riders. Please share the exact steps and any documents required. Kindly confirm the figures and timelines. Keep it short and specific. I prefer communication by SMS for quick updates."
CALL20250915-1243,account_closing,neutral,Mr. Singh: I’d like to close my savings account ending 3290. Tell me the exact process and any charges involved. Kindly confirm the figures and timelines. Please share the exact steps and any documents required. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. I prefer communication by SMS for quick updates.
CALL20250915-1244,policy_cancellation,neutral,Mr. Verma: I want to cancel my policy POL30451158 and understand the refund rules. Tell me the procedure and timelines. I need the details so I can decide. Please share the exact steps and any documents required. Kindly confirm by email and SMS. I prefer communication by SMS for quick updates.
CALL20250915-1245,loan_inquiry,harsh,"Mrs. Rao: I’m exploring a personal loan around ₹325000. What would be the interest rate, EMI, and tenure options? My monthly budget for EMI is about ₹6430, and I’m fine with a tenure up to 60 months. If it isn’t resolved, I will escalate a formal complaint. Do not send scripted replies; address the issue directly. Provide the exact steps and any reference numbers."
CALL20250915-1246,policy_renewal,polite,Ms. Menon: My policy POL57556904 is due for renewal next week. Explain renewal steps and if any grace period applies. Please confirm no-claim bonus continuity and total premium payable if renewed within grace. Thanks in advance for your support. Could you please help me with this? I’d really appreciate it. Provide the exact steps and any reference numbers.
CALL20250915-1247,loan_closure,neutral,Mr. Banerjee: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. Please share the exact steps and any documents required. Kindly confirm the figures and timelines. Kindly confirm by email and SMS. My registered mobile ends with 3723.
CALL20250915-1248,insurance_new_policy,neutral,"Mr. Khan: I’m considering a term insurance plan for ₹250000 sum assured. Share options, premium, and riders. I’d like accidental and critical illness riders if available; also indicate medical check-up requirements. I need the details so I can decide. Please share the exact steps and any documents required. Provide the exact steps and any reference numbers. My email on record is verified; last update was on 29-Jul-2025."
CALL20250915-1249,card_block_unblock,harsh,"Mr. Sharma: My card ending 8497 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. If it isn’t resolved, I will escalate a formal complaint. This is ridiculous and far below service standards. Pls share steps & TAT. Email also ok."
CALL20250915-1250,policy_cancellation,polite,Mr. Reddy: I want to cancel my policy POL30783295 and understand the refund rules. Tell me the procedure and timelines. Thanks in advance for your support. Pls guide me through the process and email a summary as well. Pls share steps & TAT. Email also ok.
CALL20250915-1251,account_closing,polite,"Ms. Roy: I’d like to close my savings account ending 5660. Tell me the exact process and any charges involved. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. Kindly confirm by email and SMS. If needed, I can visit the branch on 08-Sep-2025."
CALL20250915-1252,insurance_claim_status,polite,Mr. Verma: I submitted an insurance claim 06-Sep-2025 with reference CLM5994661. What’s the status and next steps? All requested bills and reports were uploaded; inform me if any additional document is required. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. Provide the exact steps and any reference numbers.
CALL20250915-1253,account_closing,polite,Ms. Patel: I’d like to close my savings account ending 2166. Tell me the exact process and any charges involved. Could you pls help me with this? I’d really appreciate it. Pls guide me through the process and email a summary as well. Pls share steps & TAT. Email also ok. Please share a ticket number for reference.
CALL20250915-1254,loan_closure,polite,Mr. Verma: I want to close my loan and obtain the NOC. Pls confirm the foreclosure amount today and the steps to finish closure. Could you pls help me with this? I’d really appreciate it. Pls guide me through the process and email a summary as well. Pls share steps & TAT. Email also ok. Please share a ticket number for reference.
CALL20250915-1255,card_activation,frustrated,Mr. Sharma: My new credit card ending 8205 arrived. Please instruct me on activation and initial PIN setup. I have been waiting longer than expected and it’s inconvenient. Please expedite and keep me posted. Kindly confirm by email and SMS. Please share a ticket number for reference.
CALL20250915-1256,policy_cancellation,polite,Mr. Khan: I want to cancel my policy POL70604621 and understand the refund rules. Tell me the procedure and timelines. Kindly guide me through the process and email a summary as well. Could you please help me with this? I’d really appreciate it. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT.
CALL20250915-1257,loan_closure,frustrated,Mr. Khan: I want to close my loan and obtain the NOC. Please confirm the foreclosure amount today and the steps to finish closure. I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. I prefer communication by SMS for quick updates.
CALL20250915-1258,card_block_unblock,frustrated,"Ms. Patel: My card ending 2465 got blocked after wrong PIN attempts. Help me unblock it or arrange a replacement. I’m ready to verify via OTP; if replacement is needed, tell me the fee and delivery timeline. I have been waiting longer than expected and it’s inconvenient. This delay is causing issues for my plans. Provide the exact steps and any reference numbers. Please share a ticket number for reference."
CALL20250915-1259,loan_inquiry,frustrated,"Ms. Patel: I’m exploring a personal loan around ₹50000. What would be the interest rate, EMI, and tenure options? Please expedite and keep me posted. I have been waiting longer than expected and it’s inconvenient. Keep it short and specific."
CALL20250915-1260,loan_inquiry,aggressive,"Ms. Roy: I’m exploring a personal loan around ₹185000. What would be the interest rate, EMI, and tenure options? My monthly budget for EMI is about ₹1675, and I’m fine with a tenure up to 24 months. Stop pushing generic updates and fix it. I’ve repeated this multiple times; I want action now. Provide the exact steps and any reference numbers. If needed, I can visit the branch on 08-Sep-2025."
CALL20250915-1261,insurance_new_policy,frustrated,"Mr. Banerjee: I’m considering a term insurance plan for ₹50000 sum assured. Share options, premium, and riders. Please expedite and keep me posted. This delay is causing issues for my plans. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT."
CALL20250915-1262,insurance_new_policy,polite,"Mr. Pillai: I’m considering a term insurance plan for ₹25000 sum assured. Share options, premium, and riders. Kindly guide me through the process and email a summary as well. Thanks in advance for your support. 1) confirm status/charges; 2) steps to proceed; 3) documents needed; 4) exact timeline/TAT. My registered mobile ends with 6355."
